,ORIGINAL_commentText,commentText,Label
8580,مين تقصد بميم ميم  ؟  ؟,مين تقصد بميم ميم  ؟  ؟,N
8581,مين دي,مين دي,N
8582,مين دي,مين دي,N
8583,مين سعاد حسنى  ؟  !  !  ماهى لها كثير من الافلام بتلبس مايوهات وبكينى وفى مشاهد جنسيه واغراء وتقبيل واحضان ورقص شرقى وبتلبس لبس الراقصات وفوقها كانت مجنده عند صفوت الشريف وبتنفذ اوامره لما كانت حلوه وصغيره ودلوعه  !  !   ليه التقديس للفنانات وكانهم راهبات وقدموا اعمال جليله للبشريه  !  !  !  !,مين سعاد حسنى  ؟  !  !  ماهى لها كثير من الافلام بتلبس مايوهات وبكينى وفى مشاهد جنسيه واغراء وتقبيل واحضان ورقص شرقى وبتلبس لبس الراقصات وفوقها كانت مجنده عند صفوت الشريف وبتنفذ اوامره لما كانت حلوه وصغيره ودلوعه  !  !   ليه التقديس للفنانات وكانهم راهبات وقدموا اعمال جليله للبشريه  !  !  !  !,P
8584,مين سماكى الملكه 😂😂,مين سماكى الملكه 😂😂,N
8585,مين شاف انو المذيع حاط مناكير شفاف  ٢  :  ١٥,مين شاف انو المذيع حاط مناكير شفاف  ٢  :  ١٥,N
8586,مين عبدالله رويشد  ؟  ؟,مين عبدالله رويشد  ؟  ؟,N
8587,"مين عم يقول الdislikeاكتر ؟  ؟  ؟ ههههه
ياحبيبى طلعت شاذه  كمان هاد الناقص
يلعن شكلك بومه  مسخره  بس يلعن ابو المصاري
تضربى بس شوفك بستفرغ",مين عم يقول الdislikeاكتر ؟  ؟  ؟ ههههه ياحبيبى طلعت شاذه  كمان هاد الناقص يلعن شكلك بومه  مسخره  بس يلعن ابو المصاري تضربى بس شوفك بستفرغ,P
8588,مين م   م,مين م   م,N
8589,مين م  م,مين م  م,N
8590,مين م م,مين م م,N
8591,مين م م,مين م م,N
8592,مين م م,مين م م,N
8593,مين م م,مين م م,N
8594,مين م م دى 😂😂😂😂,مين م م دى 😂😂😂😂,N
8595,مين م . م .  ?,مين م . م .  ?,N
8596,مين ماكان ما حد يطلعلوا مع القيصر,مين ماكان ما حد يطلعلوا مع القيصر,N
8597,مين مريم فارس هاى ام خلفيه صارت ملكه  مسرح لما تتعلم الغناء بنشفلها لقب تستاهلو وسرين صوتها حلو غنى عن التعريف,مين مريم فارس هاى ام خلفيه صارت ملكه  مسرح لما تتعلم الغناء بنشفلها لقب تستاهلو وسرين صوتها حلو غنى عن التعريف,N
8598,مين معلمها ان معنى open minded  معناها دعاره  ؟  كل شوى اوبن مايند,مين معلمها ان معنى open minded  معناها دعاره  ؟  كل شوى اوبن مايند,P
8599,مين ميم,مين ميم,N
8600,مين ميم  ميم,مين ميم  ميم,N
8601,مين ميم ميم ❓❔,مين ميم ميم ❓❔,N
8602,مين ميم ميم تكفوت,مين ميم ميم تكفوت,N
8603,مين هاد الزباله  ؟  ؟,مين هاد الزباله  ؟  ؟,P
8604,مين هادي,مين هادي,N
8605,"مين هادى م , م ؟   9  :  48","مين هادى م , م ؟   9  :  48",N
8606,مين هالشرموطه  من وين اجت,مين هالشرموطه  من وين اجت,P
8607,مين هاى  ؟  شو شغلها,مين هاى  ؟  شو شغلها,N
8608,مين هاى ما اعرفها,مين هاى ما اعرفها,N
8609,مين هدوووول يلى يجيبو سيره  القيصر .  .  . رغماااا عنكم قييييصر و رجل لن يكرره الزمن اسطوره  وربى 😍,مين هدوووول يلى يجيبو سيره  القيصر .  .  . رغماااا عنكم قييييصر و رجل لن يكرره الزمن اسطوره  وربى 😍,N
8610,مين هذول كلهم عند كاظم صفر على الشمال ولانعرفهم,مين هذول كلهم عند كاظم صفر على الشمال ولانعرفهم,N
8611,مين هذى ميم ميم ؟  ؟  ارجو الرد,مين هذى ميم ميم ؟  ؟  ارجو الرد,N
8612,مين هى 😒,مين هى 😒,N
8613,مين هى اول مره  اشوفها وعن جد انحطاط,مين هى اول مره  اشوفها وعن جد انحطاط,N
8614,مين هى الفنانه  م م,مين هى الفنانه  م م,N
8615,مين هى الفنانه  ميم ميم,مين هى الفنانه  ميم ميم,N
8616,مين هى الفنانه  ميم ميم  .  .  م م  ؟,مين هى الفنانه  ميم ميم  .  .  م م  ؟,N
8617,مين هى برديس لعمه على هالوقاحه  وعلى هالمنظر شيئ مقرف يا سيدى قحبه  من الساس للراس يلعن شرف اللى رباكى عاهره  فعلا اوسخ مارايت فى حياتى رغم بشاعتها تبين بشاعه  وعهر اخلاقها الوسخه  قذره  ولا تسوى,مين هى برديس لعمه على هالوقاحه  وعلى هالمنظر شيئ مقرف يا سيدى قحبه  من الساس للراس يلعن شرف اللى رباكى عاهره  فعلا اوسخ مارايت فى حياتى رغم بشاعتها تبين بشاعه  وعهر اخلاقها الوسخه  قذره  ولا تسوى,P
8618,مين هى لمومياء الى نسيو يحنطوها,مين هى لمومياء الى نسيو يحنطوها,P
8619,مين هى م . م,مين هى م . م,N
8620,مين هيا م م,مين هيا م م,N
8621,مين هيدى لطيفه  يععععع صارت دقه  قديمه  😏,مين هيدى لطيفه  يععععع صارت دقه  قديمه  😏,N
8622,مين هيه م . م يالى قالت عليها,مين هيه م . م يالى قالت عليها,N
8623,مين وين جا هادا تانى افف,مين وين جا هادا تانى افف,N
8624,مين يسمعك يالطيفه   ؟,مين يسمعك يالطيفه   ؟,N
8625,نا معك يا احلام فى كل كلمه قلتيها عن راغب علامه هو نسونجى ولاعنده ثقه فى نفسه وشى الوحيد الى سواه حلو فى ارب ايدل انه اختار سلمى رشيد وانا ما احس ان احنا افتقدناه ابدا فى ارب ايدل ثرى بلعكس وئل كفورى كفا ووفاء وانا بتاسف لك ياملكه احلام بنيابه عن جميع هتعليقات الى مافيها ذره  الادب بس كلن يرا الناس بعين طبعه الا الامام يا احلى احلام,نا معك يا احلام فى كل كلمه قلتيها عن راغب علامه هو نسونجى ولاعنده ثقه فى نفسه وشى الوحيد الى سواه حلو فى ارب ايدل انه اختار سلمى رشيد وانا ما احس ان احنا افتقدناه ابدا فى ارب ايدل ثرى بلعكس وئل كفورى كفا ووفاء وانا بتاسف لك ياملكه احلام بنيابه عن جميع هتعليقات الى مافيها ذره  الادب بس كلن يرا الناس بعين طبعه الا الامام يا احلى احلام,P
8626,نااااااس عبط اوى,نااااااس عبط اوى,P
8627,ناااارى انا فين كنت عايشه  اش هد العجب سيرى نتى و اللى بحالك و هد رمضان بغيت ربى يمحيكم من دنيا كاملين .  .  . شوف بعدا قله  الادب رايك ميهيمينيش شكون نتى اصلن وكون كنتى مربيه  ومحترمه  غادا تحترمى اراء ناس و تجاويب بغيتلك قطع اللسان اللى يتكلم هكدا متيقش ف راسو شوهتونا,ناااارى انا فين كنت عايشه  اش هد العجب سيرى نتى و اللى بحالك و هد رمضان بغيت ربى يمحيكم من دنيا كاملين .  .  . شوف بعدا قله  الادب رايك ميهيمينيش شكون نتى اصلن وكون كنتى مربيه  ومحترمه  غادا تحترمى اراء ناس و تجاويب بغيتلك قطع اللسان اللى يتكلم هكدا متيقش ف راسو شوهتونا,P
8628,ناجت شذا حسون,ناجت شذا حسون,N
8629,نادين الراسى  .  .  . واضح جدا انها ميته  بالغيره  من سيرين  .  .  . من الاول منحبهاش و زدت كرهتها,نادين الراسى  .  .  . واضح جدا انها ميته  بالغيره  من سيرين  .  .  . من الاول منحبهاش و زدت كرهتها,N
8630,نادين الراسى بدها تنشهر عحساب سيرين وعبد النور هههه,نادين الراسى بدها تنشهر عحساب سيرين وعبد النور هههه,N
8631,نادين الراسى كثير جرحت سيرين عبد النور,نادين الراسى كثير جرحت سيرين عبد النور,N
8632,نادين الروسى بشعه  و عجوز و غيوووره  من الكل,نادين الروسى بشعه  و عجوز و غيوووره  من الكل,P
8633,نار جهنم ان شاء الله,نار جهنم ان شاء الله,P
8634,نارى مريضه  هاد خايتي,نارى مريضه  هاد خايتي,P
8635,نازل جديد هاظ هههههههه اللهم رده اليك ردا جميلا اللهم عافنا مما ابتليتهم,نازل جديد هاظ هههههههه اللهم رده اليك ردا جميلا اللهم عافنا مما ابتليتهم,N
8636,ناس بتظرط مصارى هههه شو خاص عليهم  .  .  .  . مصارى دح فارقه معهم ههه,ناس بتظرط مصارى هههه شو خاص عليهم  .  .  .  . مصارى دح فارقه معهم ههه,N
8637,ناس بجم  .  .  بهايم  .  .  حيقتلوها للمخلوقه   .  .  السنا دين الرحمه  والسلام  .  .  اجرااام تفه,ناس بجم  .  .  بهايم  .  .  حيقتلوها للمخلوقه   .  .  السنا دين الرحمه  والسلام  .  .  اجرااام تفه,P
8638,ناس تافهه,ناس تافهه,P
8639,ناس تحجى على ناس,ناس تحجى على ناس,N
8640,ناس تكول صار ب لبنان وناس تكول بالكويت وناس تكول انى سويته مفتهمت وين الصدك 😂😂😂😂,ناس تكول صار ب لبنان وناس تكول بالكويت وناس تكول انى سويته مفتهمت وين الصدك 😂😂😂😂,N
8641,"ناس تكول نطلق من لبنان .  . وناس تكول من الكويت ؟  ؟ 
وكاعدين تحجون على وتطلعون عنه اخطاء من لا شى .  . شكد مضغوطين لعد",ناس تكول نطلق من لبنان .  . وناس تكول من الكويت ؟  ؟  وكاعدين تحجون على وتطلعون عنه اخطاء من لا شى .  . شكد مضغوطين لعد,N
8642,"ناس حاقدين على كاظم وكاظم صوته يهز جبل صوت رومانسى وصوت عراقى اصيل 
وياتى احد ينتقده خلى نقدك لنفسك مليون وملايين الناس بيحبون كاظم يجى 
كم واحد راح يغير راينا فيه مستحيل",ناس حاقدين على كاظم وكاظم صوته يهز جبل صوت رومانسى وصوت عراقى اصيل  وياتى احد ينتقده خلى نقدك لنفسك مليون وملايين الناس بيحبون كاظم يجى  كم واحد راح يغير راينا فيه مستحيل,N
8643,ناس حقوده,ناس حقوده,P
8644,ناس غايره  من تاج راسهم  .  .  . شو كل من جاى يكول انى وبلدى صنعنا كاظم  .  . دطيرو,ناس غايره  من تاج راسهم  .  .  . شو كل من جاى يكول انى وبلدى صنعنا كاظم  .  . دطيرو,N
8645,ناس م تستحي,ناس م تستحي,P
8646,"ناس ماعاد تحترم الله 
استغفر الله 😥😷",ناس ماعاد تحترم الله  استغفر الله 😥😷,N
8647,ناس متخلفه  جاهله  فاشله  مالها غير الحكى ع الناس  .  .  احلام فنانه كبيره  .  .  صرمتهاا بكل المغنيات واولهم نانسي,ناس متخلفه  جاهله  فاشله  مالها غير الحكى ع الناس  .  .  احلام فنانه كبيره  .  .  صرمتهاا بكل المغنيات واولهم نانسي,P
8648,ناس مصر محترمين وغلابه جداااا بس دول نساء عاهرات لا دين لهم,ناس مصر محترمين وغلابه جداااا بس دول نساء عاهرات لا دين لهم,P
8649,ناس مضغوطين وحسودين من كاظم تروحوله فدوه يا مزبله طز بكل واحد يكرها وبعدين الى ادرى بلبل الخليج الله يرحمه اتوفى وين هذاك وين هذا الفيل حتى صوت ما عنده ابو وجه المركع,ناس مضغوطين وحسودين من كاظم تروحوله فدوه يا مزبله طز بكل واحد يكرها وبعدين الى ادرى بلبل الخليج الله يرحمه اتوفى وين هذاك وين هذا الفيل حتى صوت ما عنده ابو وجه المركع,P
8650,ناس همج  .  .  .  . مقرفين  .  .  . يحبون الشهره ع حساب المشاهير ك القيصر  .  .  .  . و الاحلى من هيك انه ما عبر و لا حدا منهم و لا كبر راسه 😂😂😂😂😂😂😂 اصلا القيصر اخلاقه عاليه و مستواه اعلى من آن يسمع و يشوف هيك ناس  .  .  . و قته ثمين تريدوه يرد ع فيل الخليج و عاهره الكويت ام عمليات التجميل السكرانه  .  .  لو على هذا هذا البغل المتخلف .    . لالا كاظم راقى مو ع باله يرد اصلا و اذا رد ابتسم و قهرهم  .  .  . 😂😂😂😂,ناس همج  .  .  .  . مقرفين  .  .  . يحبون الشهره ع حساب المشاهير ك القيصر  .  .  .  . و الاحلى من هيك انه ما عبر و لا حدا منهم و لا كبر راسه 😂😂😂😂😂😂😂 اصلا القيصر اخلاقه عاليه و مستواه اعلى من آن يسمع و يشوف هيك ناس  .  .  . و قته ثمين تريدوه يرد ع فيل الخليج و عاهره الكويت ام عمليات التجميل السكرانه  .  .  لو على هذا هذا البغل المتخلف .    . لالا كاظم راقى مو ع باله يرد اصلا و اذا رد ابتسم و قهرهم  .  .  . 😂😂😂😂,P
8651,ناس يقولون طلع من لبنان وناس يقولون طلع واشتهر من الكويت  ؟  ؟   كس امكم كاظم طلع بفنه المبدع حبيبنا ومن اشد معجبينه من السعوديه,ناس يقولون طلع من لبنان وناس يقولون طلع واشتهر من الكويت  ؟  ؟   كس امكم كاظم طلع بفنه المبدع حبيبنا ومن اشد معجبينه من السعوديه,N
8652,ناقه,ناقه,P
8653,ناقص الموزمبيقيين ماقالو لينا فضل على كاظم الساهر فى شهرتو,ناقص الموزمبيقيين ماقالو لينا فضل على كاظم الساهر فى شهرتو,N
8654,ناقصين انتو كلكم تحت نعاله ميتين غيره منه,ناقصين انتو كلكم تحت نعاله ميتين غيره منه,P
8655,ناقصين عقل كاظم تاج راسكون يا كلاب,ناقصين عقل كاظم تاج راسكون يا كلاب,P
8656,ناكوك الجماعه,ناكوك الجماعه,P
8657,نام سه اجل 😝 سبحان من جمعكم بقره  وثور,نام سه اجل 😝 سبحان من جمعكم بقره  وثور,P
8658,نانسي,نانسي,N
8659,نانسى  حلوه,نانسى  حلوه,N
8660,نانسى احلى من احلام,نانسى احلى من احلام,N
8661,نانسى رقيقه جنبها,نانسى رقيقه جنبها,N
8662,نانسى شنو عشان تنافس احلام يا طبطب والا بشنو  والشايب راغب  على شنو  ما  يسون ساعتج يا احلام,نانسى شنو عشان تنافس احلام يا طبطب والا بشنو  والشايب راغب  على شنو  ما  يسون ساعتج يا احلام,N
8663,نايم  مع  بشار,نايم  مع  بشار,N
8664,نبغى فيديوا عن وائل جسار,نبغى فيديوا عن وائل جسار,N
8665,نبغى مشاهير ،  مو ناس مانعرفهم الا منك !,نبغى مشاهير ،  مو ناس مانعرفهم الا منك !,N
8666,نبى فيديوهات عن قمر او اسيل بليز,نبى فيديوهات عن قمر او اسيل بليز,N
8667,"نبيل   شعيل    لو  يسكت  افضل  هههههههه . 
حته  كلام  مايعرف",نبيل   شعيل    لو  يسكت  افضل  هههههههه .  حته  كلام  مايعرف,N
8668,نبيل  شعيل     ليش انت   مارحت   لبلدك القزم الكويت  يوم كانت  جيوش  صدام  داعسه   راسك يا زنجى  كذاب   امير  فر  كالغزال ههه من جيش العراق العظيم .,نبيل  شعيل     ليش انت   مارحت   لبلدك القزم الكويت  يوم كانت  جيوش  صدام  داعسه   راسك يا زنجى  كذاب   امير  فر  كالغزال ههه من جيش العراق العظيم .,P
8669,نبيل اشعيل كلامه صح و انى ايد كلامه,نبيل اشعيل كلامه صح و انى ايد كلامه,N
8670,نبيل شعيب الوحيد اللى اقنعني💖,نبيل شعيب الوحيد اللى اقنعني💖,N
8671,نبيل شعيب خايس ابو الصنان ولك منو جوع العراق غيركم بس والله مفتره عليكم ولكن شيعه على احنا ياصاقطين يغتسل يزيد,نبيل شعيب خايس ابو الصنان ولك منو جوع العراق غيركم بس والله مفتره عليكم ولكن شيعه على احنا ياصاقطين يغتسل يزيد,P
8672,نبيل شعيب غيااااار ياويلى ضحكنى كنو مرا عم تحكى والله,نبيل شعيب غيااااار ياويلى ضحكنى كنو مرا عم تحكى والله,N
8673,نبيل شعيب يحجى ع صدام حسين وكاضم الساهر وهمه ثنينهم يسوه,نبيل شعيب يحجى ع صدام حسين وكاضم الساهر وهمه ثنينهم يسوه,N
8674,نبيل شعيل الدب كاظم الساهر اجه للعراق اكثر من مره وانته ياالدب لو الكويت بيهه انفجارات مثل العراق والله العظيم ماتوصلهه,نبيل شعيل الدب كاظم الساهر اجه للعراق اكثر من مره وانته ياالدب لو الكويت بيهه انفجارات مثل العراق والله العظيم ماتوصلهه,P
8675,نبيل شعيل الدخان مال ضراطك,نبيل شعيل الدخان مال ضراطك,P
8676,نبيل شعيل الكذاب  ،  اولا بلدك سبب فى تدمير اقتصاد العراق عندما خفضتوا اسعار النفط  ،  واجبرتوا صدام دخول الكويت حتى تكون حجه  لجلب قوات اجنبيه للخليج ووضع قواعد لهم  ،  ثانيا الكويت حررها الامريكان عملائكم  ،  وكذبت فى كل ما قلت كلكم هربتوا ورجعتوا بعد ما قبلتوا بساطيل الامريكان الى حرروكم,نبيل شعيل الكذاب  ،  اولا بلدك سبب فى تدمير اقتصاد العراق عندما خفضتوا اسعار النفط  ،  واجبرتوا صدام دخول الكويت حتى تكون حجه  لجلب قوات اجنبيه للخليج ووضع قواعد لهم  ،  ثانيا الكويت حررها الامريكان عملائكم  ،  وكذبت فى كل ما قلت كلكم هربتوا ورجعتوا بعد ما قبلتوا بساطيل الامريكان الى حرروكم,P
8677,نبيل شعيل الملقب بثور او بعير او برميل الخليج طبق مقوله للصدام حسين هى الكويت يهود العرب مع انى شيعى واكره هذا صدام بس صدقت فى مقولتك صدام,نبيل شعيل الملقب بثور او بعير او برميل الخليج طبق مقوله للصدام حسين هى الكويت يهود العرب مع انى شيعى واكره هذا صدام بس صدقت فى مقولتك صدام,P
8678,نبيل شعيل انا معك,نبيل شعيل انا معك,N
8679,نبيل شعيل تذكر من طبولكم الصبح وى طكه  البريج وخيركم ع السعوديه  لك فارغ,نبيل شعيل تذكر من طبولكم الصبح وى طكه  البريج وخيركم ع السعوديه  لك فارغ,N
8680,نبيل شعيل جلد الكاولى كاظم الساهر جلد هههههههههههههههه,نبيل شعيل جلد الكاولى كاظم الساهر جلد هههههههههههههههه,P
8681,نبيل شعيل حجيه  صحيح ما بى شي,نبيل شعيل حجيه  صحيح ما بى شي,N
8682,نبيل شعيل حماوه,نبيل شعيل حماوه,P
8683,نبيل شعيل حمه  زايد ههههه يبى يدخل للكويت بوقت الغزو ابو ثرب,نبيل شعيل حمه  زايد ههههه يبى يدخل للكويت بوقت الغزو ابو ثرب,N
8684,نبيل شعيل شوفلك ثريد باكله ودهن دولمه مال غناء انت ليش متاكل خره احسن الك,نبيل شعيل شوفلك ثريد باكله ودهن دولمه مال غناء انت ليش متاكل خره احسن الك,P
8685,نبيل شعيل صار رامبو ودخل بعد الحرب .  .  البرميل يسموه بلبل الله وكيلكم غراب الخليج,نبيل شعيل صار رامبو ودخل بعد الحرب .  .  البرميل يسموه بلبل الله وكيلكم غراب الخليج,P
8686,نبيل شعيل صدقت,نبيل شعيل صدقت,N
8687,"نبيل شعيل عنصرى حقير كنت احبه لكن بس عرفت انه عنصرى كرهته
كاظم مش عنصرى مثلك يا مريض والله يا مغنيين الخليج بدكم  299  سنه لتوصلوا لاخلاق وذوق وعقل كاظم الفخم",نبيل شعيل عنصرى حقير كنت احبه لكن بس عرفت انه عنصرى كرهته كاظم مش عنصرى مثلك يا مريض والله يا مغنيين الخليج بدكم  299  سنه لتوصلوا لاخلاق وذوق وعقل كاظم الفخم,P
8688,نبيل شعيل عود بطل دنجب دوشك,نبيل شعيل عود بطل دنجب دوشك,P
8689,نبيل شعيل فگر منتبه لل ساعه,نبيل شعيل فگر منتبه لل ساعه,N
8690,"نبيل شعيل قصف جبهه  كاظم😂😂😂
مع العلم انى عراقي",نبيل شعيل قصف جبهه  كاظم😂😂😂 مع العلم انى عراقي,N
8691,نبيل شعيل قنينه  غاز هم اله حق يحجي,نبيل شعيل قنينه  غاز هم اله حق يحجي,P
8692,نبيل شعيل كذاب مناطح ههههههه,نبيل شعيل كذاب مناطح ههههههه,P
8693,نبيل شعيل كل زق كبررر راسك ياخرا كاظم الساهر اقل مافيها اشهر منك بالشرق الاوسط ويعررف عنه بترفعه عن ردود كثيييره زى امثالك هو ماجاك لا انت ولا الشلقه العيدان يتشحثكم عشان تنتبهون لاطفال العراق مااقول الا الله يرحم صدام اللى ماسلخ وجيهه ذى الاشكال قمممه  العنصريه فى كلامكم قطيعه تاخذكم,نبيل شعيل كل زق كبررر راسك ياخرا كاظم الساهر اقل مافيها اشهر منك بالشرق الاوسط ويعررف عنه بترفعه عن ردود كثيييره زى امثالك هو ماجاك لا انت ولا الشلقه العيدان يتشحثكم عشان تنتبهون لاطفال العراق مااقول الا الله يرحم صدام اللى ماسلخ وجيهه ذى الاشكال قمممه  العنصريه فى كلامكم قطيعه تاخذكم,P
8694,نبيل شعيل لك دبدوب دروح شوف نفسك دبدوب مكيف بروحك,نبيل شعيل لك دبدوب دروح شوف نفسك دبدوب مكيف بروحك,P
8695,نبيل شعيل ما اكذبك,نبيل شعيل ما اكذبك,P
8696,"نبيل شعيل مدرى شسمه وجهك بى كرش
قنابل ودخان دكووم لك 
انته افرغ من جيبي",نبيل شعيل مدرى شسمه وجهك بى كرش قنابل ودخان دكووم لك  انته افرغ من جيبي,N
8697,نبيل شعيل مسوى عدنان ولينا,نبيل شعيل مسوى عدنان ولينا,N
8698,"نبيل شعيل نسيت سكث ثفر هههههه
انت اذا رجال و تحب الكويت ليش ما دافعت عن بلدك",نبيل شعيل نسيت سكث ثفر هههههه انت اذا رجال و تحب الكويت ليش ما دافعت عن بلدك,N
8699,نبيل شعيل هرب من الكويت عند دخول جيش صدام وكان يريد الدخول الى الكويت بعد دخول الجيش الامريكى ،  هذه هى الرجوله طبعا رفض الامريكان طلبه لاسباب اقتصاديه منها شحه  المخزون الغذائى .   .,نبيل شعيل هرب من الكويت عند دخول جيش صدام وكان يريد الدخول الى الكويت بعد دخول الجيش الامريكى ،  هذه هى الرجوله طبعا رفض الامريكان طلبه لاسباب اقتصاديه منها شحه  المخزون الغذائى .   .,N
8700,نبيل شعيل وجهه نفس ركبه  احلام ويتفلسف ريحته واصله  استراليا,نبيل شعيل وجهه نفس ركبه  احلام ويتفلسف ريحته واصله  استراليا,P
8701,نبيل شعيل وين انت وين القيصر فى فرق احترم نفسك يا نبيل الغيره  تصنع معجزات😏😏😏,نبيل شعيل وين انت وين القيصر فى فرق احترم نفسك يا نبيل الغيره  تصنع معجزات😏😏😏,N
8702,نبيل شعيل يمدح نفسوا كل كلامه كذب فى كذب,نبيل شعيل يمدح نفسوا كل كلامه كذب فى كذب,P
8703,نتى ليش متعبه روحج ولج كاظم تاج راسج وراس لكويت كاظم منان وغصبن عليج وذاطب اللكويت يغزي,نتى ليش متعبه روحج ولج كاظم تاج راسج وراس لكويت كاظم منان وغصبن عليج وذاطب اللكويت يغزي,N
8704,نجب ولك نته تعرف تغني,نجب ولك نته تعرف تغني,N
8705,نجبى لج يا كلبه شجابج شخلاج على راغب هو شسوالج .  هسه,نجبى لج يا كلبه شجابج شخلاج على راغب هو شسوالج .  هسه,P
8706,نجبى . حيونه,نجبى . حيونه,P
8707,نجسه كلبه  حيوانه,نجسه كلبه  حيوانه,P
8708,نجم النجوم,نجم النجوم,N
8709,نجم وتاج راس المطربين,نجم وتاج راس المطربين,N
8710,نجم وغصب على الكل,نجم وغصب على الكل,N
8711,نحب سيرين لانها متواضعه  و محترمه  و متربيه,نحب سيرين لانها متواضعه  و محترمه  و متربيه,N
8712,"نحب لطيفه   بزااااااااااااااااف تحيه  من الجزائر 
لانها فنانه  راقيه  احسن من الى حكاو عليها",نحب لطيفه   بزااااااااااااااااف تحيه  من الجزائر  لانها فنانه  راقيه  احسن من الى حكاو عليها,N
8713,نحبك احلام,نحبك احلام,N
8714,نحبك بزاف يا احلام  .,نحبك بزاف يا احلام  .,N
8715,نحبها بزااف😍😚,نحبها بزااف😍😚,N
8716,"نحبوووووووووووه 
مهما تقولو نحبوووووووه 
يتحب مش زيكم",نحبوووووووووووه  مهما تقولو نحبوووووووه  يتحب مش زيكم,N
8717,نحطمس  ؟  !  يا قلبى ماخذه مقلب بنفسك تعرفين تمثلين واغلب ققصكم مكرره وتفشل وقديمه حفظوها العالم بتفشلونا عندهم والله ما ضنتى عطوكم وجه انتو ومسلسلكم 😂😂😂 .,نحطمس  ؟  !  يا قلبى ماخذه مقلب بنفسك تعرفين تمثلين واغلب ققصكم مكرره وتفشل وقديمه حفظوها العالم بتفشلونا عندهم والله ما ضنتى عطوكم وجه انتو ومسلسلكم 😂😂😂 .,N
8718,نحن غير منتظرين من انسانه  تافهه  مثلك ان تعطى قيمه  للمملكه  المغربيه   .  . والله هناك كثير من الكلام لاقوله لك ولكن اذا نطق السفهاء فخير اجابه  لهم السكوت,نحن غير منتظرين من انسانه  تافهه  مثلك ان تعطى قيمه  للمملكه  المغربيه   .  . والله هناك كثير من الكلام لاقوله لك ولكن اذا نطق السفهاء فخير اجابه  لهم السكوت,P
8719,نحن من المغرب نحب الشعب المصرى وهده الاشكال لا تمتلكم لا برديس ولا سما ولا فيفى وشكرا,نحن من المغرب نحب الشعب المصرى وهده الاشكال لا تمتلكم لا برديس ولا سما ولا فيفى وشكرا,N
8720,نريد دنيا بطمه,نريد دنيا بطمه,N
8721,نريد شذى حسون 😧,نريد شذى حسون 😧,N
8722,نريد عشر فيديوهات مضحكه  لامل حماده,نريد عشر فيديوهات مضحكه  لامل حماده,N
8723,نريد عن شذى حسون بليز,نريد عن شذى حسون بليز,N
8724,نريد فيديو مثير للجدل لسعد المجرد ياحباءي,نريد فيديو مثير للجدل لسعد المجرد ياحباءي,N
8725,نريد فيديوهات تخص شذاى حسون,نريد فيديوهات تخص شذاى حسون,N
8726,نريد نعرف يا دوله  فضلها على كاظم . كلها تصيح فضلنه على كاظم,نريد نعرف يا دوله  فضلها على كاظم . كلها تصيح فضلنه على كاظم,N
8727,"نزار قبانى 
كاظم الساهر 
يكفى   ( زيدينى عشقآ  + اشهد الا امراه   ) ",نزار قبانى  كاظم الساهر  يكفى   ( زيدينى عشقآ  + اشهد الا امراه   ) ,N
8728,نزلوا  10  فديوهات مضحكه لاحمد موسى دا نكته وحدي😂😂 الى معى لايك,نزلوا  10  فديوهات مضحكه لاحمد موسى دا نكته وحدي😂😂 الى معى لايك,N
8729,نسره,نسره,N
8730,نسوا ان العراق له فضل على عبد الله رويشد عندما اعطاه الملحن العراقى الكبير طالب القره غولى لحن اغنيه  علمنى عليك وكانت سبب شهرته  واهل الكويت يحبون كاظم حتى بالتسعينات لما كانت اغانيه ممنوعه  من دخول الكويت وكانوا يدخلوها سرا,نسوا ان العراق له فضل على عبد الله رويشد عندما اعطاه الملحن العراقى الكبير طالب القره غولى لحن اغنيه  علمنى عليك وكانت سبب شهرته  واهل الكويت يحبون كاظم حتى بالتسعينات لما كانت اغانيه ممنوعه  من دخول الكويت وكانوا يدخلوها سرا,N
8731,نسيت رقم  1  - صباح اﻻمى انته فنان فاشل ومخزى بشكل ههه ايقول موال واحد يسوى كاظم وفنه كله هههه لك انته  روح سوى مثل الموال الى غناء ميرنا حنا البارحه بل حلم صوتك فاشل صباح اﻻمى انصحك ﻻ تغنى بعد,نسيت رقم  1  - صباح اﻻمى انته فنان فاشل ومخزى بشكل ههه ايقول موال واحد يسوى كاظم وفنه كله هههه لك انته  روح سوى مثل الموال الى غناء ميرنا حنا البارحه بل حلم صوتك فاشل صباح اﻻمى انصحك ﻻ تغنى بعد,P
8732,نشالله ربى يرزقهم جنه الفردوس الى دافعو على حبيبه سيدنا محمد عائشه  رضى الله عنها,نشالله ربى يرزقهم جنه الفردوس الى دافعو على حبيبه سيدنا محمد عائشه  رضى الله عنها,N
8733,نشرو كولو شمس ممممملكه بعناتهه,نشرو كولو شمس ممممملكه بعناتهه,N
8734,نص مقطع كذاب احلام نسانه محترمه,نص مقطع كذاب احلام نسانه محترمه,N
8735,"نصهم ما سامع بيهم ويكولون احنه سوينه كاظم 
اما كويت انبعصو بعد اغتصاب امهاتهم",نصهم ما سامع بيهم ويكولون احنه سوينه كاظم  اما كويت انبعصو بعد اغتصاب امهاتهم,P
8736,"نضال اخرسى كرهتينا حتى بلبنان 
شكد انتى فارغه ",نضال اخرسى كرهتينا حتى بلبنان  شكد انتى فارغه ,N
